id,document_identifier,wbm_url,content,created
EN2742030,https://yourstory.com:443/socialstory/2019/02/how-this-man-single-handedly-led-a-stellar-communi-27wrjkjqyf,http://web.archive.org/web/20190816125655id_/https://yourstory.com/socialstory/2019/02/how-this-man-single-handedly-led-a-stellar-communi-27wrjkjqyf,,2019-08-21
EN2564599,https://wfin.com/abc-world-news/actor-ben-stiller-speaks-out-on-syria-as-us-warns-of-intensifying-violence/,,"Paul Morigi/Getty Images(WASHINGTON) — In over eight years of war, the headlines of suffering and violence in Syria have, at times, faded. Actor Ben Stiller tried to change that on Wednesday. The goodwill ambassador for the United Nations High Commissioner for Refugees testified in front of the Senate Foreign Relations Committee about the humanitarian impact of the war and what the U.S. should be doing about it. It couldn’t come at a more critical time. There are rising concerns of intense fighting in the country’s northwest province Idlib — the last rebel stronghold that’s in the crosshairs of strongman Bashar al Assad and his backers Russia and Iran, but also a hub of terror groups like al-Qaeda’s affiliate. For those areas liberated from the Islamic State, there are major questions about what comes next as the Trump administration plans to draw down its troop levels and has pulled funding and called for other countries to pay for stabilization projects critical to restoring services and keeping terror groups at bay. During his testimony, Stiller turned quickly to how watching the refugee crisis galvanized him to act: “I didn’t want to just keep watching. I wanted to do something.” “Eight years into this crisis, we must not look away,” he said, praising the work of the U.N. refugee agency, but said it is lacking the resources needed to address the crisis. “Given severe underfunding, there is nothing easy about making daily difficult choices, like which programs to downsize or which families won’t receive thermal blankets during a cold, harsh winter,” he added. Since the conflict began, the U.S. has provided around $9 billion for humanitarian aid, according to the State Department. But the Trump administration has pulled back — asking others to pay more, moving to withdraw U.S. troops, and refusing to provide funding to rebuild areas under Assad’s control. In March, the U.N. and European Union hosted a donor conference, securing pledges of up to $7 billion for humanitarian aid for Syria. Of that, $397 million came from the U.S., with State Department Special Envoy Jim Jeffrey announcing the majority will go to countries in the region that host hundreds of thousands of Syrian refugees each. The deeper U.S. cuts have been to stabilization funding — the projects like rubble removal, de-mining, and restoration of services like running water that the U.S. has said are necessary to restore life to areas freed of ISIS and prevent the rise of a new terror group. Last August, the U.S. cut over $200 million in stabilization, and in this year’s budget proposal, the White House wanted to zero out any more funding. The U.S. is instead “looking for new sources of stability funds,” according to Amb. Jeffrey, after securing $325 million from coalition partners last summer, most of that from Saudi Arabia and the United Arab Emirates. But the needs on the ground are great, and it’s unclear where new stabilization funding may come from. What the U.S. has made clear with allies in Europe and the Middle East is that none of them will provide funding for areas controlled by the Assad regime or its supporters. They’re trying to use that as leverage over Russia and Assad to come back to U.N. talks about the country’s future, knowing that both parties are desperate not to foot the enormous bill to rebuild. So far, however, it hasn’t worked — with Russia, Iran, and Turkey engaging in their own talks. But that peace process is fragile. Turkey backs the rebel groups in Idlib, even those with ties to al Qaeda and other jihadists, and Assad, Russia, and Iran want to take back these last strongholds of opposition — with airstrikes and bombings flaring up in recent weeks. The State Department said yesterday the U.S. is “alarmed by the escalation of violence,” which continues “to destabilize the region, exacerbate the dire humanitarian situation, and cause dozens of civilian deaths and injuries — many of them children.” “The violence must end,” said spokesperson Morgan Ortagus, accusing Russia and the regime of “blatantly” targeting humanitarian groups like the White Helmets, the volunteer EMS responders who have gained international acclaim for their efforts to rescue Syrians from bombings and airstrikes but have also been allegedly attacked by a smear disinformation campaign by Russia. The head of the White Helmets was in Washington over the last week, meeting with lawmakers and officials at the White House, State Department, and U.S. Agency for International Development and asking for more support. Despite the larger cuts to Syria, the White Helmets received an additional $5 million in U.S. funding in March. Raed Saleh told ABC News the appointment of Ambassador Jeffrey last year has given the group confidence and they see the U.S. more engaged now, but when asked about Trump’s desire to withdraw the U.S. from Syria, militarily and financially, he said they’ll “continue to monitor the other developments.” Copyright © 2019, ABC Radio. All rights reserved.",2019-05-02
EN2405582,http://rinf.com/alt-news/newswire/how-the-salvation-army-lives-off-and-thrives-with-a-special-brand-of-poverty-pimping/,http://web.archive.org/web/20190109040502id_/http://rinf.com/alt-news/newswire/how-the-salvation-army-lives-off-and-thrives-with-a-special-brand-of-poverty-pimping/,,2019-01-09
EN2677659,https://guernseypress.com/news/world-news/2019/07/07/second-world-war-bomb-defused-in-germany-following-mass-evacuation/,http://web.archive.org/web/20190707195734id_/https://guernseypress.com/news/world-news/2019/07/07/second-world-war-bomb-defused-in-germany-following-mass-evacuation/,,2019-07-07
EN2772934,https://www.theepochtimes.com/deadly-taliban-attack-in-afghan-capital-casts-shadow-on-peace-deal_3066517.html,http://web.archive.org/web/20190903215659id_/https://www.theepochtimes.com/deadly-taliban-attack-in-afghan-capital-casts-shadow-on-peace-deal_3066517.html,,2019-09-03
EN2868287,https://www.wshu.org/post/unicefs-top-syria-official-we-have-witnessed-huge-amounts-distress-among-kids,http://web.archive.org/web/20191026125238id_/https://www.wshu.org/post/unicefs-top-syria-official-we-have-witnessed-huge-amounts-distress-among-kids,,2019-10-26
EN2816223,https://www.sunjournal.com/2019/09/29/a-young-man-went-to-hawaii-to-disappear-did-he/,http://web.archive.org/web/20190930214314id_/https://www.sunjournal.com/2019/09/29/a-young-man-went-to-hawaii-to-disappear-did-he/,,2019-09-29
EN2801117,https://newsday.co.tt/2019/09/18/rambharat-no-leases-for-farmers-in-flood-prone-areas/,http://web.archive.org/web/20190920082653id_/https://newsday.co.tt/2019/09/18/rambharat-no-leases-for-farmers-in-flood-prone-areas/,,2019-09-18
EN2658706,https://abcnews.go.com/International/wireStory/wildfire-rages-northeastern-spain-53-evacuated-63984532,,"Wildfire rages in northeastern Spain, 53 evacuated Hundreds of firefighters are struggling to contain a wild fire in northeastern Spain that has burned over 5,500 hectares and forced the evacuation of 53 residents

The burned landscape after a wildfire in Torre de l'Espanyol, near Tarragona, Spain, Thursday, June 27, 2019. The Catalonia region of Spain has seen its biggest forest fire this year, with more than 1,200 hectares (3,000 acres) believed to have been burned and hundreds of people evacuated.(AP Photo/Jordi Borras)

The burned landscape after a wildfire in Torre de l'Espanyol, near Tarragona, Spain, Thursday, June 27, 2019. The Catalonia region of Spain has seen its biggest forest fire this year, with more than 1,200 hectares (3,000 acres) believed to have been burned and hundreds of people evacuated.(AP Photo/Jordi Borras) The Associated Press

MADRID -- Hundreds of firefighters struggled Thursday to contain a wildfire in northeastern Spain that has spread over 5,500 hectares (13,590 acres) and forced the evacuation of 53 residents.

A Spanish military unit with 120 specialists joined local firefighters who had worked overnight to control the blaze that sent thick plumes of smoke over difficult, hilly terrain near the Ebro River.

Miquel Buch, the regional interior minister, said 20,000 hectares were under threat in what is the worst fire in the Catalonia region in two decades.

Buch said authorities suspect the cause of the outbreak was a deposit of improperly stored chicken manure at a farm in the village of Torre de l'Espanyol that high temperatures caused to combust.

Television images showed horses and sheep incinerated on a farm that had stood in the path of the fire.

Five roads were closed to traffic in the rural area which is about 120 kilometers (75 miles) west of Barcelona.

The fire comes amid a heat wave that is boosting temperatures across Europe.

Firefighters said that temperatures over 30 degrees Celsius (86 degrees Fahrenheit), low humidity, and high winds fanned the flames.",2019-06-27
EN2858437,https://1025thefox.iheart.com/content/2019-10-20-3-soldiers-killed-3-hurt-in-army-fort-stewart-training-accident/,http://web.archive.org/web/20191022211047id_/https://1025thefox.iheart.com/content/2019-10-20-3-soldiers-killed-3-hurt-in-army-fort-stewart-training-accident/,,2019-10-20
EN2652607,https://www.sidneydailynews.com/news/147789/ohio-house-approves-legislation-honoring-greg-huston,http://web.archive.org/web/20190624202607id_/https://www.sidneydailynews.com/news/147789/ohio-house-approves-legislation-honoring-greg-huston,,2019-06-24
EN2413531,http://www.erienewsnow.com/story/39785898/man-who-took-hostages-at-ups-facility-in-hospital-with-gunshot-wound-prosecutor-says,http://web.archive.org/web/20190114235911id_/http://www.erienewsnow.com/story/39785898/man-who-took-hostages-at-ups-facility-in-hospital-with-gunshot-wound-prosecutor-says,,2019-01-14
EN2854067,https://www.sbs.com.au/news/air-strikes-sporadic-shelling-continue-on-syrian-border-despite-ceasefire,http://web.archive.org/web/20191019042443id_/https://www.sbs.com.au/news/air-strikes-sporadic-shelling-continue-on-syrian-border-despite-ceasefire,,2019-10-18
EN2483622,https://cbs4local.com/news/nation-world/plane-makes-emergency-landing-passengers-evacuated,,"Smoke reported on board an Air Transat flight forced an emergency landing Saturday at a New Jersey airport, where the 189 passengers were evacuated by emergency slides. Air Transat Flight 942 was on its way from Montreal to Fort Lauderdale, Florida, when it reported a possible fire in the cargo hold and was diverted to Newark Liberty International Airport at 8:30 a.m. Saturday, a Federal Aviation Administration representative said. The Boeing 737 landed and remained on the runway while airport firefighters responded, and passengers evacuated via emergency slides, she said. Passengers were then taken by bus to the terminal. Two of the 189 passengers reported minor injuries, neither related to smoke, and one was taken to a hospital to be examined, said Steve Coleman, deputy director of media relations at the Port Authority of New York and New Jersey. No fire was found and the cause of the smoke remains under investigation, he said. ""Our 189 passengers' safety is our top priority and they were evacuated promptly upon landing,"" said Debbie Cabana, Air Transat marketing director. Another aircraft was to be sent to Newark to operate the flight to Fort Lauderdale, she said. Both runways were closed during what Newark Liberty called an ""airport emergency,"" but officials later announced that flights had resumed.",2019-03-09
EN2802613,https://www.houstonchronicle.com/neighborhood/bellaire/news/article/Art-show-to-feature-work-by-once-immigrants-14450840.php,http://web.archive.org/web/20190920223956id_/https://www.houstonchronicle.com/neighborhood/bellaire/news/article/Art-show-to-feature-work-by-once-immigrants-14450840.php,,2019-09-19
EN2451894,https://www.cantondailyledger.com/zz/news/20190215/more-rain-snow-expected-in-already-soaked-california,http://web.archive.org/web/20190215231014id_/https://www.cantondailyledger.com/zz/news/20190215/more-rain-snow-expected-in-already-soaked-california,,2019-02-15
EN2506745,https://www.ksmu.org/post/thousands-migrants-crossing-border-daily-we-asked-why-now,,"Irsi Castillo clutches her 3-year-old daughter to her chest to shield her from the wind. They've just crossed the Rio Grande and stepped onto U.S. soil in El Paso, Texas, after traveling from Honduras.

Thousands of migrants like Castillo are crossing the border every day and turning themselves in to the Border Patrol. They're fleeing poverty and violence in Central America.

At the current pace, Homeland Security Secretary Kirstjen Nielsen says, almost 100,000 migrants will cross the border this month — far exceeding last month's total. Nielsen traveled to Texas on Thursday and talked with local sheriffs about what she's calling a ""catastrophe"" at the Southern border.

""Our laws aren't keeping up with the migrant flows,"" Nielsen said earlier this week in Washington. ""And until they are fixed, the situation will only get worse and more heartbreaking.""

And that's at the heart of the current immigration debate. One side says these migrants deserve the chance to apply for asylum, while the other says we need to change our immigration laws to stop them from coming.

But these familiar positions don't tell us why the numbers are climbing so quickly. Conditions in the Northern Triangle countries of El Salvador, Guatemala and Honduras haven't changed dramatically, nor have U.S. immigration laws.

So why are more migrants choosing to come now? NPR interviewed more than a dozen recent migrants and experts for this story. And we found three possible factors: the simple economics of cheaper human smuggling costs, the reach of social media and — ironically — the Trump administration's own immigration crackdown.

The business of human smuggling

It's not just easier for migrants to get into the U.S. with a child. In many cases, it's cheaper as well.

""If you traveled by yourself as a single male, today it would cost you almost $12,000,"" said Luis Argueta, an award-winning filmmaker based in Guatemala who has been documenting international migration since the 1970s. ""But if you have a child, it'll cost a lot less.""

For his next film, Argueta has been interviewing migrants, including a man who left Guatemala and crossed the border with his 13-year-old daughter in February. Argueta says the journey cost him less than $7,000 for both of them.

""So it's quite a bit of savings. There is a moral and personal cost, and he is not immune to that,"" Argueta told me. ""But on the other hand, he knows that his child will be able to have a better education.""

Smugglers charge the families less because they drop the families at the border and tell them to turn themselves in on the other side. But migrants traveling alone have to be smuggled across the border because they are more likely to be detained or immediately deported. And as smugglers cut the price for families, they get more customers.

'People are seeing that others are making it'

A second possible factor that's driving the surge in migration is social media.

Smugglers use social networks to market their services. And migrants can see that their own family members and friends have made it to the U.S, said Argueta.

""People are seeing that others are making it,"" said Argueta. ""Everybody has cell phones. Everybody has Facebook. You know you'll see pictures of people with vehicles, with jobs, with nice clothes.""

People think that he might be serious. So they have to do it now. It's now or never. - Guadalupe Correa-Cabrera, George Mason University

That includes the Guatemalan man Argueta recently interviewed for his film.

""I have friends here in the U.S., and we talk on social media,"" the man told Argueta in Spanish. ""I asked what's it like here, and they said it's good. True, you have to borrow money to travel here. But it doesn't matter how big the debt is — you can pay it off once you arrive.""

Trump's immigration crackdown

There's a third possible factor at play here, and that is the Trump administration's own policies.

The administration has tried a variety of ways to deter these migrants — even separating parents and children at the border under its ""zero tolerance"" policy last year. But those efforts may have backfired by drawing so much attention to the crackdown at the border.

""This is very ironic,"" said Guadalupe Correa-Cabrera, who teaches border security and migration at George Mason University. She says migrants know that President Trump wants to keep them out.

""People think that he might be serious. So they have to do it now. It's now or never,"" Correa-Cabrera said.

That's another reason Castillo, the young mother from Honduras, decided to make the trip now.

""I watch the news, and, yes, that's our fear,"" she said. ""That the laws will change. And if you bring a child, they won't let you enter. It's better to come sooner. We sold what little we had in our country and hit the road.""

She also heard from relatives in the U.S. that it would be easier to enter the country if she brought a child. Migrant families are likely to be released from detention in the U.S. to wait for their day in immigration court.

So, like tens of thousands of other migrants, Castillo decided that the bigger risk would be staying home.

NPR's John Burnett contributed to this report.



Copyright 2020 NPR. To see more, visit https://www.npr.org.

AILSA CHANG, HOST:

Secretary of Homeland Security Kirstjen Nielsen is in Texas today. She's there to get a firsthand look at what she's calling a catastrophe at the southern border, a catastrophe that she says is caused by a flood of migrants from Central America. At the current pace, Nielsen says almost 100,000 migrants will cross the border this month, far exceeding last month's total. NPR's Joel Rose reports on why the numbers keep going up and up.

JOEL ROSE, BYLINE: Irsi Castillo clutches her 3-year-old daughter to her chest to shield her from the wind. They've just crossed the Rio Grande and stepped onto U.S. soil in El Paso, Texas, after traveling from Honduras.

IRSI CASTILLO: (Through interpreter) The trip was long and hard.

ROSE: Thousands of migrants like Castillo are crossing the border every day and turning themselves in to the Border Patrol. And many of them, like Castillo, are getting advice from relatives already in the U.S.

CASTILLO: (Through interpreter) They told me it's easier to enter the U.S. if you bring a child.

ROSE: It's true that migrant families are likely to be released to wait for their day in immigration court, and that is at the heart of the current immigration debate, with one side saying these migrants deserve the chance to apply for asylum, and the other side saying we need to change our immigration laws to stop them from coming. Here's DHS Secretary Kirstjen Nielsen speaking this week in Washington.

(SOUNDBITE OF ARCHIVED RECORDING)

KIRSTJEN NIELSEN: Our laws are not keeping up with the migrant flows, and until they are fixed, this situation will only get worse and more heartbreaking.

ROSE: But this has been the debate for years, and the number of parents and children arriving at the border is bigger than ever. So why are so many migrants choosing to come now? NPR interviewed more than a dozen migrants and experts. We found three possible factors - the simple economics of price cutting, the reach of social media and, ironically, the Trump administration's own immigration crackdown. First, the business of human smuggling.

UNIDENTIFIED PERSON #1: (Foreign language spoken).

ROSE: Here's one migrant from Guatemala. He made it to a shelter in Tucson, Ariz., with his daughter. Not only can you get into the country if you bring your child, but he says it's cheaper, too.

LUIS ARGUETA: So it's quite a bit of savings.

ROSE: Luis Argueta is an award-winning filmmaker based in Guatemala who's been documenting international migration since the 1970s.

ARGUETA: If you travel by yourself as a single male today, it would cost you almost $12,000, but if you have a child, it'll cost you a lot less.

ROSE: Smugglers charge the families less because they just have to drop them at the border and tell them to turn themselves in on the other side. But migrants travelling alone are more likely to be detained or immediately deported, so they have to be smuggled across the border. And as smugglers cut the price, they get more customers, which brings us to the second factor driving the migrant surge - social media. Smugglers use social networks to market their services, and migrants can see that their own family and friends have made it to the U.S., says Argueta.

ARGUETA: Everybody has cell phones. Everybody has Facebook. You know. You see pictures of people with vehicles, with jobs, with nice clothes.

ROSE: Argueta has been interviewing migrants for his next film, including a man who left Guatemala and crossed the border with his daughter.

UNIDENTIFIED PERSON #2: (Foreign language spoken).

ROSE: The man says he's talked to his friends in the U.S. on social media, and they encouraged him to come, along with his daughter, which brings us to the third factor here - the Trump administration's own policies. The administration has tried a bunch of ways to deter these migrants, even separating parents and children at the border under its zero tolerance policy last year. But those efforts may have backfired by drawing so much attention.

GUADALUPE CORREA-CABRERA: It's very ironic.

ROSE: Guadalupe Correa-Cabrera teaches border security and migration at George Mason University. She says migrants know that President Trump wants to keep them out.

CORREA-CABRERA: People think that he might be serious, so they have to do it now; it's now or never.

ROSE: That's another reason Irsi Castillo, the young mother from Honduras, decided to make the trip now.

CASTILLO: (Through interpreter) I watch the news, and, yes, that's our fear - that the laws will change, and if you bring a child, they won't let you enter. It's better to come sooner. We sold what little we had in our country and hit the road.

ROSE: Like tens of thousands of other migrants, she decided that the bigger risk would be staying home. Joel Rose, NPR News.

(SOUNDBITE OF DNTEL'S ""IN WHICH OUR HERO FREES THE DAMSEL IN DISTRESS"") Transcript provided by NPR, Copyright NPR.",2019-03-22
EN2624348,https://6abc.com/general-to-make-history-as-armys-1st-female-infantry-division-commander/5338136/,,"Brig. Gen. Laura Yeager will make history later this month when she becomes the first woman to command a U.S. Army Infantry Division.Yeager, a former Black Hawk helicopter pilot who deployed to Iraq , will assume command of the California National Guard's 40th Infantry Division during a ceremony in Los Alamitos, California, on June 29, according to a news release from the California Guard.She received her commission from the U.S. Army in 1986 as a second lieutenant from the Reserve Officer Training Corps at California State University Long Beach. Three years later, Yeager completed military helicopter training and began serving as a UH-60 Black Hawk helicopter aeromedical evacuation pilot.Though Yeager left active duty service eight years later when her son was born, she continued her career in the California Army National Guard. In 2011, she deployed to Iraq as the deputy commander of the California Guard's 40th Combat Aviation Brigade.Yeager would later serve as battalion commander of the 3rd Battalion, 140th Aviation Regiment and brigade commander of the 40th Combat Aviation Brigade, before assuming her current role as commander of Joint Task Force North in Fort Bliss, Texas.Outside of her own career trajectory, Yeager is familiar with military leadership. Her father, Ret. Maj. Gen. Robert Brandt, was also a helicopter pilot who served two tours during the Vietnam War and became a top commander in the California National Guard. Brandt retired in 1999 after four decades of service ""My father has been a tremendous role model to me, both as a parent and as an officer and I have benefited immensely from his mentorship,"" Yeager told the Defense Department's news service when she was promoted to brigadier general in 2016. ""He always had high expectations for me but I was given a lot of independence to pursue my own path.""When Yeager became a general officer that year, she was only the fourth female general in California National Guard history.""As a female, I have found the military to provide opportunities and benefits unmatched by any profession,"" she said then. ""Clearly, females are in the minority within the military, yet in every assignment I have held, my mostly male peers, subordinates and superiors, have supported me, treated me with respect, coached, mentored and advised me. At the same time, I have been inspired by the incredibly strong and amazing women I have served with and for.""The 40th Infantry Division was formed in 1917 with its soldiers fighting in World War I, World War II, the Korean War, Kosovo, Afghanistan, Iraq, and other locations around the world. The division must recently returned from Afghanistan in March.",2019-06-08
EN2620455,https://www.euronews.com/2019/06/05/turning-boats-into-bags-refugee-stitches-together-life-in-greece,http://web.archive.org/web/20190607174859id_/https://www.euronews.com/2019/06/05/turning-boats-into-bags-refugee-stitches-together-life-in-greece,,2019-06-05
EN2509131,https://www.channelnewsasia.com/news/world/passengers-airlifted-from-cruise-ship-stranded-off-norway-11373078,http://web.archive.org/web/20190324130058id_/https://www.channelnewsasia.com/news/world/passengers-airlifted-from-cruise-ship-stranded-off-norway-11373078,,2019-03-23
EN2525071,https://www.voanews.com/a/landmine-removal-crucial-in-post-is-syria/4860788.html,http://web.archive.org/web/20190404141430id_/https://www.voanews.com/a/landmine-removal-crucial-in-post-is-syria/4860788.html,,2019-04-04
EN2892156,https://patriotpost.us/opinion/66600-three-cheers-for-refugee-reduction-2019-11-06,,"Right Opinion Three Cheers for Refugee Reduction

Over the weekend, President Donald Trump approved a new annual refugee cap of 18,000, the lowest since the U.S. program began in 1980. The reduction follows news that America took a pause last month and refused to admit any new refugees. On economic, public safety and national security grounds, this is a very good thing for the 325 million people already in our country. But you wouldn’t know it from the grim headlines and hysterical condemnations by globalist zealots and media sympathizers.

CNN International led the open borders funeral procession last week, with a report decrying, “No refugees will be resettled in the US in October, leaving hundreds in limbo around the world.” U.S. Sen. Jeff Merkley, D-Ore., hyperventilated that “Donald Trump is trying to destroy the very heart of this nation. I won’t let him.” Social justice group CARE bemoaned this “dark moment in our nation’s history.” Human Rights First complained that Trump’s proposal is “crippling the United States’ status as a global leader in refugee resettlement.”

Heaven forbid citizens in a sovereign nation have an effective say in who comes here, from where and how many. Is one refugee-less month in America such a catastrophe? Calm down, Chicken Littles. Get some perspective.

It is most certainly true that America has a legacy of embracing people from around the world fleeing persecution and war. After World War II, the U.S. helped lead efforts to assist 650,000 displaced Europeans who had fled in fear, were expelled and were victims of Nazi crimes and terror. Congress passed the 1948 Displaced Persons Act to accommodate them. Five years later, the Refugee Relief Act of 1953 aided refugees from Italy and East Germany escaping Communist regimes, adding another 250,000 refugees over four years. In the 1950s and 1960s, we welcomed Hungarians, Cubans and Czechoslovakians also escaping Communist oppression. In the 1970s, we opened our doors to an estimated 300,000 political refugees from Vietnam, Cambodia and Laos. The Refugee Act of 1980 created the Office of Refugee Resettlement and office of U.S. Coordinator for Refugee Affairs and raised the annual ceiling of admissions to 50,000.

Under Obama, that number soared to nearly 100,000 annually. The idea that we’ve abandoned our humanitarian leadership role because of this refugee resettlement reduction is ludicrous. Overall, since 1975, the U.S. has resettled more than 3 million refugees. Under Trump, the U.S. still accepted more refugees than any other country in both 2017 and 2018. On top of that, America forked over nearly $1.6 billion to support the U.N.‘s refugee resettlement campaign. Moreover, America remains the largest single country provider of humanitarian assistance worldwide. Total U.S. humanitarian assistance was more than $8 billion in fiscal year 2017, covering food, shelter, health care and access to clean water for millions.

That’s enough.

Past refugee admissions don’t lock America into those same levels now or in the future. America’s constitutional duty is to Americans first (“ourselves and our posterity”). The truth is that we’ve been generous to a ruinous, open borders fault. Last year, the Federation for American Immigration Reform tallied refugee resettlement costs to taxpayers at nearly $9 billion over five years.

In my adopted home state of Colorado, a new University of Colorado Boulder study acknowledged that refugees are often “trapped in chronic poverty” after resettlement subsidies dry up and are unable to lift themselves out of dependency on government aid such as public housing, Medicaid and food stamps. Federal statistics show that nearly half of all refugee households receive cash welfare. Chain migration perpetuates the cycle of poverty.

A tiny cabal of government contractors, mostly religious groups cloaking their profit-seeking in compassion and Scripture, perpetuates the refugee resettlement racket. Openly hostile to American sovereignty, these people spread their tax-subsidized syndicate’s wealth to a vast network of subcontractors, often tied to billionaire George Soros and his Open Society Foundations, which promote global governance and unfettered migration espoused by the United Nations, European Union and Vatican. These special interests have systematically blurred the lines between legitimate refugees seeking asylum from oppression and economic migrants from Central America clamoring for higher wages or better welfare benefits. They’re indifferent to the national security risks of absorbing large numbers of Muslims whose adherence to repressive sharia and religious jihad is utterly incompatible with our constitutional principles.

Mass migration champions have stretched the definition of refugee so thin that “climate change refugees” seeking relief from uninhabitable environments are now a phenomenon. Nuts. Doesn’t America have enough residents in need of shelter and support? If we let in millions of “climate change refugees,” where do Americans seek refuge when they render our climate uninhabitable?

Only a complete moratorium on immigration would give America the break it needs to regain control of our system. Trump’s refugee reduction is not an apocalypse. It’s a long overdue respite from the world’s wretched refuse that deserves cheers, not jeers.

COPYRIGHT 2019 CREATORS.COM",2019-11-06
EN2422259,https://www.thenorthernecho.co.uk/news/national/17371404.car-bomb-attack-on-londonderry-court-described-as-incredibly-reckless/,http://web.archive.org/web/20190123184743id_/https://www.thenorthernecho.co.uk/news/national/17371404.car-bomb-attack-on-londonderry-court-described-as-incredibly-reckless/,,2019-01-20
EN2441028,https://www.manilatimes.net/italian-govt-gives-p12m-to-displaced-marawi-folk/507466/,,"COTABATO CITY: The government of Italy had allotted $240,000 (more than P12 million) as a contribution to help 6,500 displaced people in Marawi City rebuild their livelihoods and gain access to nutritious food, according to the United Nations World Food Programme (WFP) on Tuesday.

Stephen Gluning, WFP representative and country director, said the Italian government’s contribution to the program would support families over three months, providing them with cash assistance in exchange for their participation in livelihood projects focused on fisheries and farming.

“The WFP is grateful to the government of Italy for their continued generous support to our recovery operations to address the food security and nutrition needs of communities affected by the Marawi crisis,” according to Gluning.







It will work in partnership with the Philippine government, through the Department of Agriculture, Department of Agrarian Reform and Bureau of Fisheries and Aquatic Resources to implement the project.

“As the rehabilitation of Marawi City continues, Italy stands with the Philippine government in its efforts to assist the people of Marawi,” Italian Ambassador Giorgio Guglielmino said in a statement.

Marawi City, capital of Lanao del Sur province in southern Mindanao, was besieged by the terrorist Maute Group in May 2017, leaving dozens dead and injured.

Philippine security forces put down the siege in October 2018.",2019-02-05
EN2487446,https://www.africanews.com/2019/03/12/un-report-details-horrors-of-western-democratic-republic-of-congo-drc-violence-urges-action-to-prosecute-those-responsible-and-prevent-further-bloodshed/,,"A special investigative mission to Yumbi territory in Mai-Ndombe province, in the west of the Democratic Republic of Congo, found that horrific intercommunal attacks carried out between 16 and 18 December 2018 at four locations were planned and executed with the support of customary chiefs and may amount to crimes against humanity.

The UN Joint Human Rights Office in the DRC* initiated an investigation following reports that as many as 890 people had been killed and thousands displaced as a result of clashes between the Banunu and Batende communities.

The investigation team was able to verify that at least 535 men, women and children were killed and 111 others injured in Yumbi town, Bongende village and Nkolo II village. In addition, almost 1,000 buildings, mostly houses as well as some churches, schools and health centres were destroyed or looted. The investigative team was unable to reach a fourth location, Camp Nbanzi, where attacks were also reported. The number of casualties is likely to be higher, as the bodies of some who died are believed to have been thrown into the Congo River. It was also not possible to confirm the number of persons still missing as an estimated 19,000 people were displaced by the violence, 16,000 of whom crossed the Congo River into the Republic of the Congo.

The investigation found that the attacks, which were triggered by a dispute over the burial of a Banunu customary chief, followed strikingly similar patterns and were characterized by extreme violence and speed, leaving little time for people to escape. They were led by Batende villagers equipped with firearms, including hunting rifles, machetes, bows and arrows, and gasoline, and targeted Banunu villagers. People were attacked in the streets, in their homes and as they tried to flee.

The report details horrors documented such as a two-year-old reportedly thrown into a septic tank, and a woman reportedly brutally raped after her three-year-old child was decapitated and her husband killed. In some cases, witnesses report that victims were asked if they were Banunu, before they were killed. Many were killed as they tried to cross the Congo River. Others were burnt alive in their homes, and some survivors had serious burn injuries. In some cases, the attackers mutilated the bodies of their victims, cutting off heads, limbs and genitals.

“The similarity in the way the attacks were carried out indicated prior consultation and organization,” the report states. “Certain chiefs of Batende-majority villages were cited by many sources as having taken part in the planning of the attacks.”

The investigation concluded that the crimes documented in Yumbi may amount to the crimes against humanity of murder, torture, rape and other forms of sexual violence, as well as persecution.

The report stresses that the violence was facilitated by the absence of State action to prevent it, noting that “provincial authorities appear to have failed in their responsibility to protect the population.” In spite of clear signs of rising tensions and an increased risk of violence, no steps were taken to reinforce security ahead of the attacks.

The report warns of the risk of renewed violence.

“Tensions and resentment between the two communities, combined with rumours of reprisals, could give rise to new waves of violence at any time,” the report states “which could also flare up in other territories of Mai-Ndombe or Equateur.”

The Special Representative of the UN Secretary-General in the DRC, Leila Zerrougui, called for urgent measures to restore the authority of the State in Yumbi territory, and to create conditions for the safe and voluntary return of those displaced.

“The neutral presence of State institutions, including the police, is important to maintain law and order and to prevent the risk of further violence,” Zerrougui said. This is particularly important in the run-up to national and provincial legislative elections, which were delayed due to the violence and are now due to take place in Yumbi territory on 31 March.

UN High Commissioner for Human Rights Michelle Bachelet stressed the importance of justice and accountability to establish the facts and hold those responsible accountable. She offered the support of the Office to ongoing judicial investigations into the violence.

“It is crucial to ensure that the perpetrators of these terrible crimes are punished and that the many women, children and men who were victims of this terrifying violence receive justice and support,” Bachelet said. “I also urge the Government to initiate a process of truth and reconciliation between the Banunu and Batende communities, which will be essential in addressing feelings of intercommunal conflict and preventing further violence.”

* The UN Joint Human Rights Office, which was established in February 2008, is the Human Rights Division of the UN Stabilization Mission in the DRC (MONUSCO) and the Office of the UN High Commissioner for Human Rights in the DRC.

APO

OHCHR",2019-03-12
EN2591170,https://reliefweb.int/report/greece/eight-years-side-unaccompanied-minor-refugees,http://web.archive.org/web/20190517144740id_/https://reliefweb.int/report/greece/eight-years-side-unaccompanied-minor-refugees,,2019-05-17
