id,published,labeler,taskID,value,offset_from,offset_to,content
EN2520834,"(2019, 4, 1, 'MON')",Marta Lindstrom,LOCATION_ORIGIN,COUNTY_CITY_VILLAGE_TOWN_HAMLET_O_0,918.0,937.0,north of Sacramento
EN2799307,"(2019, 9, 7, 'SAT')",Marta Lindstrom,TYPE,NEWS,,,
EN2799307,"(2019, 9, 7, 'SAT')",Marta Lindstrom,FACT,RETURN,207.0,293.0,The 76 were the first batch of the 171 who are expected to come back home voluntarily.
EN2799307,"(2019, 9, 7, 'SAT')",Marta Lindstrom,FACT,DESTROYED_HOUSING,884.0,985.0,Most repatriates did not have any property after it was burnt or destroyed by rioting South Africans.
EN2799307,"(2019, 9, 7, 'SAT')",Marta Lindstrom,FACT,REFUGEE,2182.0,2278.0,Some three million Zimbabweans are believed to be residing in South Africa as economic refugees.
EN2799307,"(2019, 9, 7, 'SAT')",Marta Lindstrom,CAUSE,CONFLICT,71.0,90.0,xenophobic attacks 
EN2799307,"(2019, 9, 7, 'SAT')",Marta Lindstrom,CAUSE,CONFLICT,962.0,969.0,rioting
EN2799307,"(2019, 9, 7, 'SAT')",Marta Lindstrom,CAUSE,OTHER_CAUSE,2260.0,2277.0,economic refugees
EN2799307,"(2019, 9, 7, 'SAT')",Marta Lindstrom,QUANTITY,PERSON,210.0,213.0, 76
EN2799307,"(2019, 9, 7, 'SAT')",Marta Lindstrom,QUANTITY,PERSON,2182.0,2212.0,Some three million Zimbabweans
EN2799307,"(2019, 9, 7, 'SAT')",Marta Lindstrom,QUANTITY,HOUSEHOLD,918.0,927.0,property 
EN2799307,"(2019, 9, 7, 'SAT')",Marta Lindstrom,LOCATION_ORIGIN,COUNTRY_O_0,92.0,105.0, South Africa
EN2799307,"(2019, 9, 7, 'SAT')",Marta Lindstrom,LOCATION_ORIGIN,COUNTRY_O_0,970.0,982.0,South Africa
EN2799307,"(2019, 9, 7, 'SAT')",Marta Lindstrom,LOCATION_ORIGIN,COUNTRY_O_0,2201.0,2209.0,Zimbabwe
EN2799307,"(2019, 9, 7, 'SAT')",Marta Lindstrom,DATE,START_DATE_FLOW_0,154.0,163.0,yesterday
EN2856101,"(2019, 10, 19, 'SAT')",Clementine Andre,TYPE,SUMMARY,,,
EN2856101,"(2019, 10, 19, 'SAT')",Clementine Andre,FACT,DISPLACED,461.0,508.0," internally displaced more than 280,000 others,"
EN2856101,"(2019, 10, 19, 'SAT')",Clementine Andre,CAUSE,CONFLICT,59.0,66.0,attacks
EN2856101,"(2019, 10, 19, 'SAT')",Clementine Andre,CAUSE,CONFLICT,391.0,408.0,terrorist attacks
EN2856101,"(2019, 10, 19, 'SAT')",Clementine Andre,CAUSE,CONFLICT,614.0,631.0,terrorist attacks
EN2856101,"(2019, 10, 19, 'SAT')",Clementine Andre,QUANTITY,PERSON,493.0,500.0,"280,000"
EN2856101,"(2019, 10, 19, 'SAT')",Clementine Andre,LOCATION_ORIGIN,COUNTRY_O_0,412.0,424.0,Burkina Faso
EN2856101,"(2019, 10, 19, 'SAT')",Clementine Andre,LOCATION_ORIGIN,COUNTY_CITY_VILLAGE_TOWN_HAMLET_O_0,242.0,246.0,Bahn
EN2856101,"(2019, 10, 19, 'SAT')",Clementine Andre,LOCATION_ORIGIN,COUNTY_CITY_VILLAGE_TOWN_HAMLET_O_0,251.0,256.0,Yense
EN2856101,"(2019, 10, 19, 'SAT')",Marta Lindstrom,TYPE,SUMMARY,,,
EN2856101,"(2019, 10, 19, 'SAT')",Marta Lindstrom,FACT,DISPLACED,368.0,507.0,"Since 2015, a spate of terrorist attacks in Burkina Faso have killed more than 500 people and internally displaced more than 280,000 others"
EN2856101,"(2019, 10, 19, 'SAT')",Marta Lindstrom,FACT,FORCED_TO_FLEE,704.0,855.0,"a wave of panic that led people, especially those in the most troubled northern region, to leave their homes for safer places elsewhere in the country."
EN2856101,"(2019, 10, 19, 'SAT')",Marta Lindstrom,CAUSE,CONFLICT,614.0,631.0,terrorist attacks
EN2856101,"(2019, 10, 19, 'SAT')",Marta Lindstrom,CAUSE,CONFLICT,391.0,408.0,terrorist attacks
EN2856101,"(2019, 10, 19, 'SAT')",Marta Lindstrom,QUANTITY,PERSON,483.0,500.0,"more than 280,000"
EN2856101,"(2019, 10, 19, 'SAT')",Marta Lindstrom,QUANTITY,PERSON,729.0,735.0,people
EN2856101,"(2019, 10, 19, 'SAT')",Marta Lindstrom,LOCATION_ORIGIN,COUNTRY_O_0,412.0,424.0,Burkina Faso
EN2856101,"(2019, 10, 19, 'SAT')",Marta Lindstrom,LOCATION_ORIGIN,STATE_DISTRICT_REGION_O_0,775.0,790.0,northern region
EN2856101,"(2019, 10, 19, 'SAT')",Marta Lindstrom,LOCATION_ORIGIN,COUNTRY_O_0,412.0,424.0,Burkina Faso
EN2856101,"(2019, 10, 19, 'SAT')",Marta Lindstrom,LOCATION_ORIGIN,COUNTY_CITY_VILLAGE_TOWN_HAMLET_O_0,242.0,247.0,Bahn 
EN2856101,"(2019, 10, 19, 'SAT')",Marta Lindstrom,LOCATION_ORIGIN,COUNTY_CITY_VILLAGE_TOWN_HAMLET_O_0,251.0,256.0,Yense
EN2856101,"(2019, 10, 19, 'SAT')",Marta Lindstrom,DATE,START_DATE_FLOW_0,374.0,378.0,2015
EN2856101,"(2019, 10, 19, 'SAT')",Marta Lindstrom,DATE,START_DATE_FLOW_0,70.0,82.0,Friday night
EN2856101,"(2019, 10, 19, 'SAT')",Fabio Poletto,TYPE,SUMMARY,,,
EN2856101,"(2019, 10, 19, 'SAT')",Fabio Poletto,FACT,DISPLACED,368.0,507.0,"Since 2015, a spate of terrorist attacks in Burkina Faso have killed more than 500 people and internally displaced more than 280,000 others"
EN2856101,"(2019, 10, 19, 'SAT')",Fabio Poletto,FACT,FORCED_TO_FLEE,704.0,854.0,"a wave of panic that led people, especially those in the most troubled northern region, to leave their homes for safer places elsewhere in the country"
EN2856101,"(2019, 10, 19, 'SAT')",Fabio Poletto,CAUSE,CONFLICT,391.0,408.0,terrorist attacks
EN2856101,"(2019, 10, 19, 'SAT')",Fabio Poletto,CAUSE,CONFLICT,600.0,631.0,an upsurge of terrorist attacks
EN2856101,"(2019, 10, 19, 'SAT')",Fabio Poletto,CAUSE,OTHER_CAUSE,704.0,719.0,a wave of panic
EN2856101,"(2019, 10, 19, 'SAT')",Fabio Poletto,QUANTITY,PERSON,483.0,500.0,"more than 280,000"
EN2856101,"(2019, 10, 19, 'SAT')",Fabio Poletto,LOCATION_ORIGIN,COUNTRY_O_0,412.0,424.0,Burkina Faso
EN2856101,"(2019, 10, 19, 'SAT')",Fabio Poletto,LOCATION_ORIGIN,STATE_DISTRICT_REGION_O_0,775.0,790.0,northern region
EN2856101,"(2019, 10, 19, 'SAT')",Fabio Poletto,DATE,START_DATE_FLOW_0,368.0,378.0,Since 2015
EN2579686,"(2019, 5, 9, 'THU')",Marta Lindstrom,TYPE,BOTH,,,
EN2579686,"(2019, 5, 9, 'THU')",Marta Lindstrom,FACT,DISPLACED,811.0,931.0," in Yemen which the UN has described as “the world’s worst humanitarian crisis”, with 3.3 million displaced by fighting "
EN2579686,"(2019, 5, 9, 'THU')",Marta Lindstrom,CAUSE,CONFLICT,922.0,930.0,fighting
EN2579686,"(2019, 5, 9, 'THU')",Marta Lindstrom,CAUSE,CONFLICT,1003.0,1022.0,military coalition 
EN2579686,"(2019, 5, 9, 'THU')",Marta Lindstrom,CAUSE,CONFLICT,1088.0,1099.0,air strikes
EN2579686,"(2019, 5, 9, 'THU')",Marta Lindstrom,CAUSE,CONFLICT,1101.0,1110.0,tortured 
EN2579686,"(2019, 5, 9, 'THU')",Marta Lindstrom,CAUSE,CONFLICT,1146.0,1161.0,child soldiers 
EN2579686,"(2019, 5, 9, 'THU')",Marta Lindstrom,CAUSE,CONFLICT,1266.0,1276.0,civil war 
EN2579686,"(2019, 5, 9, 'THU')",Marta Lindstrom,QUANTITY,PERSON,897.0,908.0,3.3 million
EN2579686,"(2019, 5, 9, 'THU')",Marta Lindstrom,LOCATION_ORIGIN,COUNTRY_O_0,815.0,820.0,Yemen
EN2766414,"(2019, 9, 1, 'SUN')",Marta Lindstrom,TYPE,SUMMARY,,,
EN2766414,"(2019, 9, 1, 'SUN')",Marta Lindstrom,FACT,SHELTERED,157.0,230.0,"Hundreds hunkered in schools, churches and other shelters for protection."
EN2766414,"(2019, 9, 1, 'SUN')",Marta Lindstrom,FACT,SHELTERED,1412.0,1534.0,a church that has been opened up as a shelter for residents who will wait out Hurricane Dorian in Freeport on Grand Bahama
EN2766414,"(2019, 9, 1, 'SUN')",Marta Lindstrom,FACT,EVACUATED,1656.0,1753.0,officials hired boats to move people from low-lying areas to bigger islands as Dorian approached.
EN2766414,"(2019, 9, 1, 'SUN')",Marta Lindstrom,CAUSE,DISASTER,0.0,16.0,Hurricane Dorian
EN2766414,"(2019, 9, 1, 'SUN')",Marta Lindstrom,CAUSE,DISASTER,80.0,85.0,storm
EN2766414,"(2019, 9, 1, 'SUN')",Marta Lindstrom,CAUSE,DISASTER,1490.0,1506.0,Hurricane Dorian
EN2766414,"(2019, 9, 1, 'SUN')",Marta Lindstrom,QUANTITY,PERSON,157.0,165.0,Hundreds
EN2766414,"(2019, 9, 1, 'SUN')",Marta Lindstrom,QUANTITY,PERSON,1462.0,1471.0,residents
EN2766414,"(2019, 9, 1, 'SUN')",Marta Lindstrom,QUANTITY,PERSON,1686.0,1692.0,people
EN2766414,"(2019, 9, 1, 'SUN')",Marta Lindstrom,LOCATION_ORIGIN,COUNTRY_O_0,41.0,48.0,Bahamas
EN2766414,"(2019, 9, 1, 'SUN')",Marta Lindstrom,LOCATION_ORIGIN,COUNTRY_O_0,1589.0,1596.0,Bahamas
EN2707725,"(2019, 7, 26, 'FRI')",Marta Lindstrom,TYPE,BOTH,,,
EN2707725,"(2019, 7, 26, 'FRI')",Marta Lindstrom,FACT,FORCED_TO_FLEE,654.0,815.0,"Palestinians — who were forced out or fled in the war during Israel's creation in 1948, and were not allowed back — now make up about 10% of Lebanon's population"
EN2707725,"(2019, 7, 26, 'FRI')",Marta Lindstrom,FACT,REFUGEE,817.0,869.0,"Some 450,000 Palestinians are registered in Lebanon "
EN2707725,"(2019, 7, 26, 'FRI')",Marta Lindstrom,CAUSE,CONFLICT,704.0,708.0,war 
EN2707725,"(2019, 7, 26, 'FRI')",Marta Lindstrom,QUANTITY,PERSON,782.0,815.0,about 10% of Lebanon's population
EN2707725,"(2019, 7, 26, 'FRI')",Marta Lindstrom,QUANTITY,PERSON,817.0,842.0,"Some 450,000 Palestinians"
EN2707725,"(2019, 7, 26, 'FRI')",Marta Lindstrom,LOCATION_ORIGIN,COUNTRY_O_0,914.0,925.0,Palestinian
EN2707725,"(2019, 7, 26, 'FRI')",Marta Lindstrom,LOCATION_ORIGIN,COUNTRY_O_0,653.0,666.0, Palestinians
EN2716589,"(2019, 8, 1, 'THU')",Marta Lindstrom,TYPE,NEWS,,,
EN2716589,"(2019, 8, 1, 'THU')",Marta Lindstrom,FACT,DESTROYED_HOUSING,4137.0,4235.0,Israeli demolition of dozens of Palestinian houses in the village of Sur Baher near East Jerusalem
EN2716589,"(2019, 8, 1, 'THU')",Marta Lindstrom,FACT,DISPLACED,4605.0,4643.0,displacement of Palestinian civilians 
EN2716589,"(2019, 8, 1, 'THU')",Marta Lindstrom,CAUSE,CONFLICT,651.0,656.0,peace
EN2716589,"(2019, 8, 1, 'THU')",Marta Lindstrom,CAUSE,CONFLICT,3455.0,3460.0,peace
EN2716589,"(2019, 8, 1, 'THU')",Marta Lindstrom,CAUSE,CONFLICT,3632.0,3644.0,peace accord
EN2716589,"(2019, 8, 1, 'THU')",Marta Lindstrom,CAUSE,CONFLICT,3981.0,3999.0,self-determination
EN2716589,"(2019, 8, 1, 'THU')",Marta Lindstrom,CAUSE,CONFLICT,4085.0,4090.0,peace
EN2716589,"(2019, 8, 1, 'THU')",Marta Lindstrom,QUANTITY,BUILDING_STRUCTURE,4159.0,4187.0,dozens of Palestinian houses
EN2716589,"(2019, 8, 1, 'THU')",Marta Lindstrom,LOCATION_ORIGIN,COUNTY_CITY_VILLAGE_TOWN_HAMLET_O_0,4206.0,4215.0,Sur Baher
EN2716589,"(2019, 8, 1, 'THU')",Marta Lindstrom,LOCATION_ORIGIN,COUNTY_CITY_VILLAGE_TOWN_HAMLET_O_0,4221.0,4235.0,East Jerusalem
EN2716589,"(2019, 8, 1, 'THU')",Marta Lindstrom,LOCATION_ORIGIN,COUNTRY_O_0,4621.0,4632.0,Palestinian
EN2643859,"(2019, 6, 19, 'WED')",Clementine Andre,TYPE,N_A,,,
EN2643859,"(2019, 6, 19, 'WED')",Fabio Poletto,TYPE,BOTH,,,
EN2643859,"(2019, 6, 19, 'WED')",Fabio Poletto,FACT,EVACUATED,7158.0,7234.0,"In May, it evacuated staff from the West Qurna 1 oil field in Basra province"
EN2643859,"(2019, 6, 19, 'WED')",Fabio Poletto,CAUSE,CONFLICT,6838.0,6855.0,a Katyusha rocket
EN2643859,"(2019, 6, 19, 'WED')",Marta Lindstrom,TYPE,NEWS,,,
EN2735845,"(2019, 8, 12, 'MON')",Marta Lindstrom,TYPE,NEWS,,,
EN2735845,"(2019, 8, 12, 'MON')",Marta Lindstrom,FACT,RELIEF_CAMP,4225.0,4320.0, Wayanad has been devastated by floods with thousands left homeless and shifted to relief camps
EN2735845,"(2019, 8, 12, 'MON')",Marta Lindstrom,FACT,HOMELESS,4225.0,4320.0, Wayanad has been devastated by floods with thousands left homeless and shifted to relief camps
EN2735845,"(2019, 8, 12, 'MON')",Marta Lindstrom,FACT,DESTROYED_HOUSING,2653.0,2706.0,a terrible landslide that destroyed an entire village
EN2735845,"(2019, 8, 12, 'MON')",Marta Lindstrom,FACT,RELIEF_CAMP,2859.0,2862.0,Kai
EN2735845,"(2019, 8, 12, 'MON')",Marta Lindstrom,FACT,RELIEF_CAMP,2810.0,2892.0,people in relief camps at Meppadi in Wayanad and Kaithapoil in Kozhikode district.
EN2735845,"(2019, 8, 12, 'MON')",Marta Lindstrom,CAUSE,DISASTER,4257.0,4264.0,floods 
EN2735845,"(2019, 8, 12, 'MON')",Marta Lindstrom,CAUSE,DISASTER,4131.0,4142.0,landslides 
EN2735845,"(2019, 8, 12, 'MON')",Marta Lindstrom,CAUSE,DISASTER,2664.0,2673.0,landslide
EN2735845,"(2019, 8, 12, 'MON')",Marta Lindstrom,CAUSE,DISASTER,1467.0,1473.0,floods
EN2735845,"(2019, 8, 12, 'MON')",Marta Lindstrom,CAUSE,DISASTER,1478.0,1488.0,landslides
EN2735845,"(2019, 8, 12, 'MON')",Marta Lindstrom,QUANTITY,PERSON,4269.0,4278.0,thousands
EN2735845,"(2019, 8, 12, 'MON')",Marta Lindstrom,LOCATION_ORIGIN,COUNTY_CITY_VILLAGE_TOWN_HAMLET_O_0,4226.0,4234.0,Wayanad 
EN2735845,"(2019, 8, 12, 'MON')",Marta Lindstrom,LOCATION_ORIGIN,STATE_DISTRICT_REGION_O_0,4009.0,4015.0,Kerala
EN2735845,"(2019, 8, 12, 'MON')",Marta Lindstrom,LOCATION_ORIGIN,POINT_LOCATION_O_0,2613.0,2621.0,Meppadi 
EN2735845,"(2019, 8, 12, 'MON')",Marta Lindstrom,LOCATION_ORIGIN,COUNTY_CITY_VILLAGE_TOWN_HAMLET_O_0,2624.0,2631.0,Wayanad
EN2735845,"(2019, 8, 12, 'MON')",Marta Lindstrom,LOCATION_ORIGIN,STATE_DISTRICT_REGION_O_0,305.0,311.0,Kerala
EN2505950,"(2019, 3, 21, 'THU')",Clementine Andre,TYPE,BOTH,,,
EN2505950,"(2019, 3, 21, 'THU')",Clementine Andre,FACT,DISPLACED,2052.0,2081.0,"400,000 people were displaced"
EN2505950,"(2019, 3, 21, 'THU')",Clementine Andre,CAUSE,DISASTER,12.0,24.0, Cyclone Ida
EN2505950,"(2019, 3, 21, 'THU')",Clementine Andre,CAUSE,DISASTER,75.0,92.0, torrential rains
EN2505950,"(2019, 3, 21, 'THU')",Clementine Andre,CAUSE,DISASTER,102.0,117.0,dam to overflow
EN2505950,"(2019, 3, 21, 'THU')",Clementine Andre,CAUSE,DISASTER,502.0,509.0,cyclone
EN2505950,"(2019, 3, 21, 'THU')",Clementine Andre,QUANTITY,PERSON,2052.0,2066.0,"400,000 people"
EN2505950,"(2019, 3, 21, 'THU')",Clementine Andre,LOCATION_ORIGIN,COUNTRY_O_0,121.0,130.0,"Zimbabwe,"
EN2505950,"(2019, 3, 21, 'THU')",Clementine Andre,LOCATION_ORIGIN,COUNTRY_O_0,217.0,227.0,Mozambique
EN2505950,"(2019, 3, 21, 'THU')",Clementine Andre,LOCATION_ORIGIN,COUNTRY_O_0,232.0,238.0,Malawi
EN2505950,"(2019, 3, 21, 'THU')",Clementine Andre,LOCATION_ORIGIN,COUNTY_CITY_VILLAGE_TOWN_HAMLET_O_0,2160.0,2167.0, Beira 
EN2505950,"(2019, 3, 21, 'THU')",Clementine Andre,LOCATION_ORIGIN,COUNTY_CITY_VILLAGE_TOWN_HAMLET_O_0,2264.0,2274.0,Nyamatanda
EN2505950,"(2019, 3, 21, 'THU')",Marta Lindstrom,TYPE,NEWS,,,
EN2505950,"(2019, 3, 21, 'THU')",Marta Lindstrom,FACT,DISPLACED,2051.0,2219.0," 400,000 people were displaced and “in urgent need of life-saving assistance” in Mozambique’s coastal city of Beira and flooded areas along the Pungue and Buzi rivers. "
EN2505950,"(2019, 3, 21, 'THU')",Marta Lindstrom,CAUSE,DISASTER,502.0,509.0,cyclone
EN2505950,"(2019, 3, 21, 'THU')",Marta Lindstrom,CAUSE,DISASTER,2171.0,2178.0,flooded
EN2505950,"(2019, 3, 21, 'THU')",Marta Lindstrom,CAUSE,DISASTER,669.0,680.0,heavy rains
EN2505950,"(2019, 3, 21, 'THU')",Marta Lindstrom,QUANTITY,PERSON,2052.0,2066.0,"400,000 people"
EN2505950,"(2019, 3, 21, 'THU')",Marta Lindstrom,QUANTITY,PERSON,453.0,485.0,hundreds of thousands of people 
EN2505950,"(2019, 3, 21, 'THU')",Marta Lindstrom,LOCATION_ORIGIN,COUNTY_CITY_VILLAGE_TOWN_HAMLET_O_0,2161.0,2166.0,Beira
EN2505950,"(2019, 3, 21, 'THU')",Marta Lindstrom,LOCATION_ORIGIN,COUNTRY_O_0,2132.0,2142.0,Mozambique
EN2505950,"(2019, 3, 21, 'THU')",Marta Lindstrom,LOCATION_ORIGIN,COUNTRY_O_0,194.0,202.0,Zimbabwe
EN2505950,"(2019, 3, 21, 'THU')",Marta Lindstrom,LOCATION_ORIGIN,COUNTRY_O_0,217.0,227.0,Mozambique
EN2505950,"(2019, 3, 21, 'THU')",Marta Lindstrom,LOCATION_ORIGIN,COUNTRY_O_0,232.0,239.0,Malawi 
EN2505950,"(2019, 3, 21, 'THU')",Fabio Poletto,TYPE,NEWS,,,
EN2505950,"(2019, 3, 21, 'THU')",Fabio Poletto,FACT,DISPLACED,453.0,509.0,hundreds of thousands of people displaced by the cyclone
EN2505950,"(2019, 3, 21, 'THU')",Fabio Poletto,FACT,DISPLACED,2052.0,2217.0,"400,000 people were displaced and “in urgent need of life-saving assistance” in Mozambique’s coastal city of Beira and flooded areas along the Pungue and Buzi rivers"
EN2505950,"(2019, 3, 21, 'THU')",Fabio Poletto,CAUSE,DISASTER,13.0,25.0,Cyclone Idai
EN2505950,"(2019, 3, 21, 'THU')",Fabio Poletto,QUANTITY,PERSON,453.0,474.0,hundreds of thousands
EN2505950,"(2019, 3, 21, 'THU')",Fabio Poletto,QUANTITY,PERSON,2052.0,2066.0,"400,000 people"
EN2505950,"(2019, 3, 21, 'THU')",Fabio Poletto,LOCATION_ORIGIN,COUNTRY_O_0,121.0,129.0,Zimbabwe
EN2505950,"(2019, 3, 21, 'THU')",Fabio Poletto,LOCATION_ORIGIN,COUNTY_CITY_VILLAGE_TOWN_HAMLET_O_0,2161.0,2166.0,Beira
EN2505950,"(2019, 3, 21, 'THU')",Fabio Poletto,LOCATION_ORIGIN,STATE_DISTRICT_REGION_O_0,2179.0,2217.0,areas along the Pungue and Buzi rivers
EN2682909,"(2019, 7, 11, 'THU')",Marta Lindstrom,TYPE,NEWS,,,
EN2682909,"(2019, 7, 11, 'THU')",Marta Lindstrom,FACT,DISPLACED,2023.0,2120.0,"5,600 individuals have already been displaced, compared to 6,200 individuals in the 2018 monsoon."
EN2682909,"(2019, 7, 11, 'THU')",Marta Lindstrom,FACT,DISPLACED,14.0,148.0,"Unrelenting rain and winds are continuing to batter the Rohingya refugee camps of southern Bangladesh, displacing thousands of people,"
EN2682909,"(2019, 7, 11, 'THU')",Marta Lindstrom,FACT,DISPLACED,1596.0,1681.0,"IOM teams reported six landslides, eight wind storms and a total 174 people displaced"
EN2682909,"(2019, 7, 11, 'THU')",Marta Lindstrom,FACT,DESTROYED_HOUSING,14.0,164.0,"Unrelenting rain and winds are continuing to batter the Rohingya refugee camps of southern Bangladesh, displacing thousands of people, damaging homes "
EN2682909,"(2019, 7, 11, 'THU')",Marta Lindstrom,CAUSE,DISASTER,14.0,41.0,Unrelenting rain and winds 
EN2682909,"(2019, 7, 11, 'THU')",Marta Lindstrom,CAUSE,DISASTER,1619.0,1629.0,landslides
EN2682909,"(2019, 7, 11, 'THU')",Marta Lindstrom,CAUSE,DISASTER,1637.0,1648.0,wind storms
EN2682909,"(2019, 7, 11, 'THU')",Marta Lindstrom,CAUSE,DISASTER,1553.0,1567.0,severe weather
EN2682909,"(2019, 7, 11, 'THU')",Marta Lindstrom,CAUSE,DISASTER,1093.0,1099.0,storms
EN2682909,"(2019, 7, 11, 'THU')",Marta Lindstrom,CAUSE,DISASTER,963.0,971.0,monsoon 
EN2682909,"(2019, 7, 11, 'THU')",Marta Lindstrom,CAUSE,DISASTER,244.0,257.0,monsoon rains
EN2682909,"(2019, 7, 11, 'THU')",Marta Lindstrom,QUANTITY,PERSON,1653.0,1671.0,a total 174 people
EN2682909,"(2019, 7, 11, 'THU')",Marta Lindstrom,QUANTITY,PERSON,2023.0,2040.0,"5,600 individuals"
EN2682909,"(2019, 7, 11, 'THU')",Marta Lindstrom,QUANTITY,PERSON,128.0,147.0,thousands of people
EN2682909,"(2019, 7, 11, 'THU')",Marta Lindstrom,QUANTITY,BUILDING_STRUCTURE,158.0,163.0,homes
EN2682909,"(2019, 7, 11, 'THU')",Marta Lindstrom,LOCATION_ORIGIN,COUNTY_CITY_VILLAGE_TOWN_HAMLET_O_0,278.0,289.0,Cox’s Bazar
EN2682909,"(2019, 7, 11, 'THU')",Marta Lindstrom,LOCATION_ORIGIN,COUNTY_CITY_VILLAGE_TOWN_HAMLET_O_0,278.0,290.0,Cox’s Bazar 
EN2682909,"(2019, 7, 11, 'THU')",Marta Lindstrom,LOCATION_ORIGIN,COUNTRY_O_0,105.0,115.0,Bangladesh
EN2682909,"(2019, 7, 11, 'THU')",Marta Lindstrom,LOCATION_ORIGIN,COUNTY_CITY_VILLAGE_TOWN_HAMLET_O_0,0.0,11.0,Cox’s Bazar
EN2738145,"(2019, 8, 13, 'TUE')",Marta Lindstrom,TYPE,NEWS,,,
EN2738145,"(2019, 8, 13, 'TUE')",Marta Lindstrom,FACT,EVACUATED,4728.0,4851.0,"More than 300 people from the four villages were gradually evacuated during the day, many of whom were taken away on buses."
EN2738145,"(2019, 8, 13, 'TUE')",Marta Lindstrom,FACT,EVACUATED,217.0,371.0,"blazes sweeping through the island of Evia, north of the capital, which are being fuelled by strong winds and have forced the evacuation of four villages."
EN2738145,"(2019, 8, 13, 'TUE')",Marta Lindstrom,FACT,EVACUATED,670.0,781.0,"A man is evacuated as fire threatens homes and structures at the village of Kontodespoti, on the island of Evia"
EN2738145,"(2019, 8, 13, 'TUE')",Marta Lindstrom,CAUSE,DISASTER,217.0,223.0,blazes
EN2738145,"(2019, 8, 13, 'TUE')",Marta Lindstrom,CAUSE,DISASTER,692.0,697.0,fire 
EN2738145,"(2019, 8, 13, 'TUE')",Marta Lindstrom,QUANTITY,PERSON,4728.0,4748.0,More than 300 people
EN2738145,"(2019, 8, 13, 'TUE')",Marta Lindstrom,QUANTITY,BUILDING_STRUCTURE,356.0,371.0, four villages.
EN2738145,"(2019, 8, 13, 'TUE')",Marta Lindstrom,QUANTITY,PERSON,670.0,675.0,A man
EN2738145,"(2019, 8, 13, 'TUE')",Marta Lindstrom,LOCATION_ORIGIN,COUNTY_CITY_VILLAGE_TOWN_HAMLET_O_0,2523.0,2533.0,Makrimalli
EN2738145,"(2019, 8, 13, 'TUE')",Marta Lindstrom,LOCATION_ORIGIN,COUNTY_CITY_VILLAGE_TOWN_HAMLET_O_0,2535.0,2547.0,Kondodespoti
EN2738145,"(2019, 8, 13, 'TUE')",Marta Lindstrom,LOCATION_ORIGIN,COUNTY_CITY_VILLAGE_TOWN_HAMLET_O_0,2549.0,2556.0,Stavros
EN2738145,"(2019, 8, 13, 'TUE')",Marta Lindstrom,LOCATION_ORIGIN,COUNTY_CITY_VILLAGE_TOWN_HAMLET_O_0,2561.0,2570.0,Platanias
EN2738145,"(2019, 8, 13, 'TUE')",Marta Lindstrom,LOCATION_ORIGIN,COUNTRY_O_0,31.0,37.0,Greece
EN2738145,"(2019, 8, 13, 'TUE')",Marta Lindstrom,LOCATION_ORIGIN,COUNTY_CITY_VILLAGE_TOWN_HAMLET_O_0,241.0,259.0,the island of Evia
EN2738145,"(2019, 8, 13, 'TUE')",Marta Lindstrom,LOCATION_ORIGIN,COUNTY_CITY_VILLAGE_TOWN_HAMLET_O_0,746.0,758.0,Kontodespoti
EN2738145,"(2019, 8, 13, 'TUE')",Marta Lindstrom,LOCATION_ORIGIN,COUNTY_CITY_VILLAGE_TOWN_HAMLET_O_0,762.0,782.0, the island of Evia 
EN2738145,"(2019, 8, 13, 'TUE')",Marta Lindstrom,DATE,START_DATE_FLOW_0,628.0,637.0,August 13
EN2657003,"(2019, 6, 26, 'WED')",Marta Lindstrom,TYPE,NEWS,,,
EN2657003,"(2019, 6, 26, 'WED')",Marta Lindstrom,FACT,REFUGEE,1901.0,2013.0," millions of Palestine refugees living in Syria, Lebanon, Jordan, West Bank (including East Jerusalem) and Gaza."
EN2512261,"(2019, 3, 25, 'MON')",Marta Lindstrom,TYPE,SUMMARY,,,
EN2512261,"(2019, 3, 25, 'MON')",Marta Lindstrom,FACT,DISPLACED,2898.0,2987.0," June 20, 2014 – The UN announces that more than one million Iraqis have been displaced. "
EN2512261,"(2019, 3, 25, 'MON')",Marta Lindstrom,CAUSE,CONFLICT,2859.0,2864.0,ISIS 
EN2512261,"(2019, 3, 25, 'MON')",Marta Lindstrom,QUANTITY,PERSON,2937.0,2965.0,more than one million Iraqis
EN2512261,"(2019, 3, 25, 'MON')",Marta Lindstrom,LOCATION_ORIGIN,COUNTRY_O_0,2959.0,2963.0,Iraq
EN2694932,"(2019, 7, 18, 'THU')",Marta Lindstrom,TYPE,NEWS,,,
EN2694932,"(2019, 7, 18, 'THU')",Marta Lindstrom,FACT,REFUGEE,473.0,534.0,"refugees in Libya where over 5,000 persons are still detained"
EN2496079,"(2019, 3, 17, 'SUN')",Marta Lindstrom,TYPE,NEWS,,,
EN2496079,"(2019, 3, 17, 'SUN')",Marta Lindstrom,FACT,DISPLACED,0.0,203.0,"Flash floods and landslides triggered by torrential rain in Indonesia's easternmost province of Papua have killed at least 58 people, injured dozens and displaced more than 4,000, authorities said today."
EN2496079,"(2019, 3, 17, 'SUN')",Marta Lindstrom,FACT,SHELTERED,1005.0,1074.0,"About 4,150 people are sheltering in six evacuation centres, he said."
